0;0;0;0;land;false;unknown;0
1;212;232;116;land;true;urban;1
2;70;220;211;land;false;plains;1
3;222;203;182;land;false;plains;1
4;209;225;181;land;false;plains;1
5;106;175;228;land;false;forest;1
6;242;121;220;land;false;plains;1
7;153;247;102;land;false;plains;1
8;169;182;196;land;true;urban;1
9;204;247;154;land;false;plains;1
10;226;108;217;land;false;forest;1
11;252;221;68;land;true;forest;1
12;101;243;180;land;false;forest;1
13;240;188;141;land;false;plains;1
14;161;209;219;land;false;mountain;1
15;169;217;171;land;false;plains;1
16;124;219;211;land;false;plains;1
17;177;247;177;land;false;plains;1
18;152;212;199;land;false;plains;1
19;254;183;86;land;false;desert;1
20;130;235;203;land;false;plains;1
21;199;207;131;land;false;mountain;1
22;136;233;135;land;false;desert;1
23;250;138;146;land;false;plains;1
24;142;225;177;land;false;plains;1
25;230;211;121;land;false;plains;1
26;183;192;171;land;false;desert;1
27;82;201;226;land;false;plains;1
28;202;71;236;land;false;desert;1
29;238;216;243;land;false;plains;1
30;208;78;223;land;true;urban;1
31;232;201;244;land;false;forest;1
32;174;128;214;land;false;desert;1
33;118;208;228;land;false;forest;1
34;172;248;181;land;false;plains;1
35;190;247;179;land;false;plains;1
36;214;217;84;land;false;plains;1
37;151;196;230;land;false;forest;1
38;198;151;181;land;true;forest;1
39;254;134;114;land;false;plains;1
40;162;230;232;land;false;plains;1
41;90;227;211;land;false;forest;1
42;158;140;215;land;false;forest;1
43;252;220;143;land;false;forest;1
44;237;176;200;land;true;urban;1
45;159;204;189;land;false;mountain;1
46;189;254;235;land;false;mountain;1
47;213;177;170;land;false;forest;1
48;203;77;227;land;false;plains;1
49;229;120;160;land;false;forest;1
50;189;129;240;land;false;desert;1
51;118;173;225;land;false;forest;1
52;233;251;96;land;false;desert;1
53;243;154;186;land;false;mountain;1
54;246;140;236;land;false;plains;1
55;229;203;82;land;false;plains;1
56;37;242;237;land;false;plains;1
57;143;181;202;land;false;plains;1
58;238;229;78;land;false;desert;1
59;145;163;210;land;true;forest;1
60;241;71;205;land;true;desert;1
61;186;187;160;land;false;mountain;1
62;227;198;252;land;true;forest;1
63;134;201;189;land;false;forest;1
64;170;172;205;land;false;plains;1
65;193;180;168;land;false;desert;1
66;140;221;189;land;false;plains;1
67;233;88;180;land;false;plains;1
68;160;173;244;land;false;desert;1
69;233;142;205;land;false;plains;1
70;166;161;198;land;false;desert;1
71;235;62;215;land;false;plains;1
72;251;46;212;land;false;forest;1
73;247;183;160;land;false;forest;1
74;216;225;96;land;false;plains;1
75;205;76;238;land;true;urban;1
76;155;182;252;land;true;urban;1
77;229;215;248;land;false;desert;1
78;188;175;210;land;false;desert;1
79;188;156;215;land;false;plains;1
80;65;200;237;land;false;mountain;1
81;183;191;249;land;false;mountain;1
82;232;192;173;land;true;urban;1
83;221;170;239;land;false;desert;1
84;215;230;126;land;false;mountain;1
85;228;193;200;land;false;plains;1
86;239;81;216;land;false;forest;1
87;77;232;232;land;false;mountain;1
88;190;235;248;land;false;plains;1
89;118;213;229;land;true;urban;1
90;189;248;230;land;false;plains;1
91;234;176;174;land;false;forest;1
92;250;213;100;land;false;mountain;1
93;234;134;146;land;false;mountain;1
94;253;116;226;land;false;plains;1
95;83;238;225;land;true;urban;1
96;42;214;250;land;false;forest;1
97;175;166;204;land;false;desert;1
98;168;179;158;land;false;plains;1
99;140;168;237;land;false;desert;1
100;198;236;150;land;false;plains;1
101;171;174;213;land;false;plains;1
102;126;140;242;land;false;forest;1
103;249;95;231;land;false;plains;1
104;134;168;233;land;false;forest;1
105;247;243;63;land;false;plains;1
106;171;190;213;land;false;forest;1
107;140;196;205;land;false;plains;1
108;198;246;184;land;false;plains;1
109;116;172;225;land;false;forest;1
110;196;163;235;land;false;plains;1
111;245;207;153;land;false;plains;1
112;81;210;251;land;false;mountain;1
113;159;154;226;land;false;desert;1
114;169;144;217;land;false;forest;1
115;132;240;203;land;false;plains;1
116;149;242;142;land;false;forest;1
117;192;192;192;land;false;mountain;1
118;132;248;202;land;false;mountain;1
119;238;235;245;land;false;forest;1
120;153;198;221;land;false;mountain;1
121;157;185;249;land;false;desert;1
122;251;146;202;land;false;plains;1
123;173;133;209;land;false;plains;1
124;58;226;239;land;true;urban;1
125;241;173;210;land;false;plains;1
126;156;247;175;land;true;forest;1
127;181;173;221;land;false;forest;1
128;120;233;176;land;true;urban;1
129;171;194;237;land;false;forest;1
130;28;239;245;land;true;urban;1
131;239;117;184;land;false;plains;1
132;252;126;123;land;false;forest;1
133;185;162;212;land;false;plains;1
134;242;215;240;land;false;forest;1
135;169;199;175;land;false;plains;1
136;229;198;210;land;true;forest;1
137;234;211;193;land;false;forest;1
138;77;184;249;land;false;desert;1
139;124;216;242;land;false;plains;1
140;239;118;232;land;false;desert;1
141;143;235;139;land;false;plains;1
142;242;233;234;land;false;desert;1
143;237;237;234;land;false;mountain;1
144;238;191;92;land;false;forest;1
145;183;237;106;land;false;plains;1
146;197;179;157;land;false;plains;1
147;154;96;253;land;false;mountain;1
148;245;147;173;land;false;desert;1
149;231;176;189;land;false;plains;1
150;250;90;250;land;false;plains;1
151;130;229;165;land;false;forest;1
152;61;226;217;land;true;urban;1
153;244;201;60;land;false;forest;1
154;193;155;207;land;false;plains;1
155;226;233;161;land;false;forest;1
156;167;251;241;land;false;desert;1
157;188;191;224;land;false;plains;1
158;170;190;215;land;true;plains;1
159;225;159;177;land;false;plains;1
160;193;173;186;land;false;plains;1
161;219;174;118;land;false;plains;1
162;249;175;115;land;false;plains;1
163;148;216;185;land;false;mountain;1
164;209;83;220;land;false;desert;1
165;224;39;251;land;false;plains;1
166;98;201;223;land;false;plains;1
167;205;205;126;land;false;mountain;1
168;254;220;134;land;false;plains;1
169;203;58;242;land;false;plains;1
170;225;213;252;land;true;forest;1
171;245;225;161;land;false;plains;1
172;87;250;184;land;false;forest;1
173;172;103;235;land;false;forest;1
174;237;45;242;land;false;plains;1
175;211;210;103;land;false;plains;1
176;228;158;149;land;false;desert;1
177;203;146;189;land;false;plains;1
178;207;155;172;land;false;desert;1
179;107;240;221;land;true;forest;1
180;138;243;180;land;false;desert;1
181;248;173;205;land;true;urban;1
182;147;202;251;land;false;desert;1
183;196;247;251;land;false;forest;1
184;82;204;252;land;false;plains;1
185;185;201;190;land;false;desert;1
186;180;151;198;land;false;plains;1
187;252;113;150;land;false;plains;1
188;216;237;55;land;false;plains;1
189;219;248;114;land;false;plains;1
190;197;185;183;land;false;plains;1
191;247;182;136;land;false;plains;1
192;232;197;196;land;false;plains;1
193;215;253;245;land;false;desert;1
194;214;171;204;land;false;forest;1
195;252;138;208;land;false;plains;1
196;173;160;188;land;false;mountain;1
197;220;161;228;land;false;desert;1
198;205;248;190;land;false;forest;1
199;38;253;214;land;false;desert;1
200;125;157;228;land;false;mountain;1
201;108;208;253;land;false;forest;1
202;135;246;215;land;false;plains;1
203;244;230;194;land;false;forest;1
204;227;191;182;land;false;plains;1
205;212;165;245;land;false;forest;1
206;231;147;123;land;false;desert;1
207;222;150;230;land;true;urban;1
208;112;228;231;land;false;desert;1
209;142;227;210;land;true;forest;1
210;189;99;217;land;false;plains;1
211;252;160;233;land;false;plains;1
212;229;76;252;land;false;forest;1
213;206;93;218;land;false;plains;1
214;216;112;201;land;false;desert;1
215;237;59;207;land;false;forest;1
216;150;204;231;land;false;plains;1
217;116;240;163;land;false;forest;1
218;165;219;177;land;true;urban;1
219;208;221;232;land;false;plains;1
220;167;215;165;land;true;urban;1
221;62;247;242;land;false;desert;1
222;106;195;238;land;false;mountain;1
223;110;219;237;land;false;plains;1
224;236;118;205;land;false;plains;1
225;204;223;210;land;true;forest;1
226;238;126;210;land;false;plains;1
227;227;208;197;land;false;forest;1
228;194;233;220;land;false;plains;1
229;97;244;218;land;false;forest;1
230;152;222;238;land;false;plains;1
231;118;191;199;land;false;forest;1
232;245;153;180;land;false;desert;1
233;248;197;96;land;true;urban;1
234;228;151;228;land;false;plains;1
235;222;189;244;land;false;forest;1
236;48;252;224;land;false;plains;1
237;159;192;201;land;false;plains;1
238;126;248;130;land;false;plains;1
239;119;244;148;land;true;plains;1
240;240;254;8;land;false;plains;1
241;254;150;226;land;false;plains;1
242;191;148;164;land;true;urban;1
243;216;173;194;land;false;forest;1
244;198;250;145;land;false;plains;1
245;107;228;231;land;false;plains;1
246;252;127;122;land;false;forest;1
247;177;209;168;land;false;plains;1
248;182;90;235;land;true;urban;1
249;219;224;105;land;false;forest;1
250;145;214;153;land;false;plains;1
251;251;241;181;land;false;desert;1
252;178;239;152;land;true;urban;1
253;170;212;127;land;false;mountain;1
254;137;171;241;land;true;forest;1
255;230;125;159;land;false;desert;1
256;145;244;195;land;false;plains;1
257;197;154;154;land;false;desert;1
258;194;249;219;land;true;forest;1
259;4;252;246;land;false;desert;1
260;223;136;219;land;false;desert;1
261;71;253;212;land;false;desert;1
262;230;135;158;land;true;urban;1
263;216;247;91;land;true;urban;1
264;124;183;216;land;false;plains;1
265;231;103;236;land;false;plains;1
266;44;227;252;land;false;forest;1
267;224;254;57;land;false;forest;1
268;179;198;150;land;false;plains;1
269;206;245;55;land;false;forest;1
270;246;174;96;land;false;plains;1
271;32;232;249;land;false;desert;1
272;75;253;247;land;false;forest;1
273;217;227;222;land;false;desert;1
274;63;233;220;land;true;plains;1
275;168;202;249;land;false;desert;1
276;195;203;203;land;false;forest;1
277;253;133;125;land;false;mountain;1
278;163;254;93;land;false;plains;1
279;212;237;69;land;false;plains;1
280;193;222;222;land;false;plains;1
281;110;164;234;land;false;forest;1
282;246;72;243;land;true;urban;1
283;161;213;206;land;false;desert;1
284;156;226;163;land;false;plains;1
285;233;67;226;land;false;plains;1
286;181;232;110;land;false;plains;1
287;176;125;213;land;false;desert;1
288;178;159;250;land;false;plains;1
289;83;198;225;land;false;plains;1
290;242;198;65;land;false;plains;1
291;241;68;235;land;false;plains;1
292;234;181;115;land;false;mountain;1
293;243;135;144;land;false;plains;1
294;219;254;36;land;false;plains;1
295;221;128;236;land;true;forest;1
296;219;198;187;land;true;urban;1
297;211;223;93;land;false;desert;1
298;206;179;120;land;false;plains;1
299;248;157;237;land;false;plains;1
300;184;174;231;land;false;mountain;1
301;240;142;179;land;false;forest;1
302;229;117;168;land;false;plains;1
303;88;211;207;land;false;plains;1
304;202;240;184;land;false;forest;1
305;118;225;189;land;false;mountain;1
306;125;223;183;land;false;mountain;1
307;165;186;227;land;false;mountain;1
308;56;216;238;land;false;plains;1
309;201;126;225;land;true;urban;1
310;158;241;196;land;true;urban;1
311;197;194;252;land;false;plains;1
312;130;245;223;land;false;desert;1
313;217;201;209;land;false;plains;1
314;236;121;177;land;false;plains;1
315;99;197;253;land;false;forest;1
316;229;233;158;land;false;plains;1
317;113;249;254;land;true;forest;1
318;151;140;221;land;false;plains;1
319;204;238;209;land;false;plains;1
320;208;105;205;land;false;desert;1
321;214;56;233;land;false;plains;1
322;197;171;136;land;false;plains;1
323;204;229;77;land;false;forest;1
324;186;202;242;land;false;plains;1
325;110;249;214;land;false;plains;1
326;97;244;233;land;false;forest;1
327;254;128;170;land;true;forest;1
328;154;135;241;land;false;plains;1
329;206;247;146;land;false;mountain;1
330;155;212;194;land;false;forest;1
331;245;203;141;land;false;plains;1
332;240;252;149;land;false;forest;1
333;101;223;196;land;false;desert;1
334;247;71;249;land;false;plains;1
335;228;192;126;land;false;plains;1
336;235;117;222;land;false;forest;1
337;151;180;245;land;false;plains;1
338;174;130;229;land;false;forest;1
339;235;143;223;land;false;desert;1
340;230;228;167;land;false;plains;1
341;193;204;132;land;false;plains;1
342;248;180;104;land;false;plains;1
343;38;250;249;land;false;mountain;1
344;194;155;165;land;false;plains;1
345;191;209;247;land;false;desert;1
346;227;98;225;land;false;plains;1
347;198;138;199;land;false;forest;1
348;78;200;250;land;false;plains;1
349;227;100;249;land;false;mountain;1
350;116;168;223;land;false;desert;1
351;124;239;139;land;false;plains;1
352;176;197;181;land;false;plains;1
353;138;225;203;land;false;forest;1
354;138;241;158;land;false;plains;1
355;252;61;243;land;false;plains;1
356;232;245;117;land;false;plains;1
357;154;183;183;land;true;forest;1
358;219;120;222;land;false;plains;1
359;168;161;239;land;false;mountain;1
360;147;215;241;land;false;forest;1
361;229;159;188;land;false;forest;1
362;215;115;181;land;false;desert;1
363;238;111;170;land;false;desert;1
364;228;243;136;land;false;mountain;1
365;75;201;229;land;false;plains;1
366;212;146;231;land;false;mountain;1
367;250;205;236;land;false;desert;1
368;210;147;227;land;true;urban;1
369;237;254;55;land;false;forest;1
370;205;249;108;land;false;forest;1
371;132;153;227;land;false;forest;1
372;91;221;245;land;false;plains;1
373;234;103;174;land;false;forest;1
374;172;148;181;land;true;urban;1
375;57;243;209;land;false;forest;1
376;193;211;168;land;false;mountain;1
377;242;80;249;land;false;plains;1
378;240;62;244;land;false;plains;1
379;218;232;126;land;false;forest;1
380;98;231;229;land;false;plains;1
381;249;192;70;land;false;plains;1
382;184;205;191;land;false;forest;1
383;211;125;166;land;false;desert;1
384;224;99;243;land;false;forest;1
385;144;248;243;land;false;plains;1
386;193;174;177;land;false;forest;1
387;162;228;185;land;true;forest;1
388;158;155;197;land;false;plains;1
389;251;74;231;land;false;plains;1
390;185;227;124;land;true;forest;1
391;111;243;186;land;false;forest;1
392;237;73;206;land;false;plains;1
393;212;215;189;land;false;plains;1
394;210;172;144;land;false;forest;1
395;138;184;181;land;false;plains;1
396;205;235;181;land;false;desert;1
397;209;181;212;land;false;plains;1
398;177;192;210;land;true;forest;1
399;221;94;219;land;false;plains;1
400;232;194;193;land;false;forest;1
401;180;135;200;land;false;plains;1
402;227;196;245;land;false;plains;1
403;236;195;111;land;false;desert;1
404;244;202;101;land;false;plains;1
405;217;127;227;land;false;desert;1
406;102;219;207;land;false;plains;1
407;202;69;241;land;false;mountain;1
408;203;226;215;land;false;desert;1
409;190;167;243;land;false;plains;1
410;243;72;248;land;false;plains;1
411;218;231;113;land;false;plains;1
412;216;234;227;land;false;desert;1
413;147;243;115;land;false;forest;1
414;214;201;99;land;false;forest;1
415;149;206;150;land;false;plains;1
416;100;227;207;land;false;plains;1
417;111;200;239;land;false;plains;1
418;134;159;239;land;false;mountain;1
419;184;144;204;land;false;mountain;1
420;129;198;195;land;false;forest;1
421;221;144;168;land;false;plains;1
422;136;122;250;land;false;plains;1
423;185;178;167;land;true;plains;1
424;236;155;115;land;false;mountain;1
425;251;157;171;land;false;desert;1
